addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
Supermarket | Αμύρου 8,Sklavenitis,Αγιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.7191,22.75468,Sklavenitis Αγιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 402 3799,400 03,1004,Λάρισας,https://www.sklavenitis.gr/about/katastimata
"Supermarket  |  Επαρχιακή Οδός Αγίου Νικολάου – Κεντρί, Ο.Τ. 281",Sklavenitis,Ιεράπετρα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",35.01521,25.74538,Sklavenitis Ιεράπετρα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","284 202 2601, ",722 00,753,Λασιθίου,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Λεωφ. Δημοκρατίας 67Α,Sklavenitis,Ίλιον,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.04222,23.72591,Sklavenitis Ίλιον,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 237 0000 έως και 9,131 22,560,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ιδομενέως 102,Sklavenitis,Ίλιον,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03061,23.70307,Sklavenitis Ίλιον,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 262 2902, ",131 22,702,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αγίου Νικολάου 38,Sklavenitis,Ίλιον,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.0407,23.70348,Sklavenitis Ίλιον,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 269 0980,131 23,705,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ιλίου 11 & Ψαρρών,Sklavenitis,Ίλιον,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03018,23.71397,Sklavenitis Ίλιον,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 262 6456,131 22,835,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Θηβών 489 & Χ. Τρικούπη 2,Sklavenitis,Ίλιον,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03025,23.70048,Sklavenitis Ίλιον,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 261 6476, ",131 23,870,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Παπαδιαμαντοπούλου 57,Sklavenitis,Ιλίσια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.98033,23.75892,Sklavenitis Ιλίσια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 771 4403,115 28,915,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Η. Τρίγκα 33,Sklavenitis,Ιτέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.43323,22.42374,Sklavenitis Ιτέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",226 503 5270,332 00,785,Φωκίδας,https://www.sklavenitis.gr/about/katastimata
Supermarket | Στρατηγού Ιωάννου Βογιάννου 29 & Μόσχως Τζαβέλλα,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.65365,20.86061,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 102 8000,452 21,993,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Self-service  | Θωμά Πασχίδη 66-68,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.68078,20.83307,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 103 2700,454 45,994,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket | Λεωφόρος Γεωργίου Παπανδρέου 64,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.67446,20.84623,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 103 0330,454 44,995,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket | Παναγιώτη Ασημακόπουλου 27 & Ευαγόρα Παλληκαρίδη,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.64247,20.84282,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 100 3600,455 00,996,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket+  |  Λεωφ. Γράμμου 69 & Δημοκρατίας,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.68535,20.83258,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","265 102 1317, ",454 45,742,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Λεωφόρος Σταύρου Νιάρχου 52,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.63379,20.85039,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 105 0000,455 00,569,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket | Μιχαήλ Αγγέλου 53,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.66608,20.84855,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 100 2600,453 33,988,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Freshmarket | Λεωφ. Δωδώνης 66,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.6565,20.85014,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 100 2700,453 32,989,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket | Μ. Αλεξάνδρου 1 & Πετροπουλάκη 2,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.66862,20.84229,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 100 2500,453 33,990,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Self-service | Βαλαωρίτου 14,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.67014,20.84736,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 103 3000,453 33,991,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket | Εθνικής Αντίστασης 46,Sklavenitis,Ιωάννινα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.63041,20.87811,Sklavenitis Ιωάννινα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",265 109 1000,452 21,992,Ιωαννίνων,https://www.sklavenitis.gr/about/katastimata
Supermarket+  |  Αμύντα 8 - Δημοτική αγορά,Sklavenitis,Καβάλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.93807,24.41302,Sklavenitis Καβάλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","251 023 0352, ",653 02,574,Καβάλας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Τενέδου 26 & Αργοναυτών,Sklavenitis,Καβάλα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.92904,24.39102,Sklavenitis Καβάλα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","251 060 0357, ",654 04,759,Καβάλας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Εθν. Αντιστάσεως 99 -103 & Κλαζομενών 21,Sklavenitis,Καισαριανή,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96799,23.76081,Sklavenitis Καισαριανή,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 724 4546, ",161 21,855,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αγ. Δημητρίου 46,Sklavenitis,Καλαμάκι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.91379,23.72398,Sklavenitis Καλαμάκι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 981 6030,174 55,907,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Καλαμακίου 63,Sklavenitis,Καλαμάκι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.91542,23.71712,Sklavenitis Καλαμάκι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 988 9802, ",174 55,848,Αττικής,https://www.sklavenitis.gr/about/katastimata
Self-service | Θουκυδίδου 42,Sklavenitis,Καλαμάκι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.91306,23.71194,Sklavenitis Καλαμάκι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 985 1219,174 55,901,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Κ. Καραμανλή 12 & Κακουλίδη,Sklavenitis,Καλαμαριά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.5685,22.971,Sklavenitis Καλαμαριά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",231 045 2604,551 32,675,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Εθν. Αντιστάσεως 33 & Πλουτάρχου 82,Sklavenitis,Καλαμαριά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.5867,22.96233,Sklavenitis Καλαμαριά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","231 045 6911, ",551 34,680,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ορσιλόχου 2 & Βασ. Γεωργίου (θέση Πηγαδίτσι–Φαραί),Sklavenitis,Καλαμάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.03639,22.12392,Sklavenitis Καλαμάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","272 108 1420, ",241 00,719,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Αρτέμιδος 177 (θέση Γουλινίβες),Sklavenitis,Καλαμάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.0325,22.10236,Sklavenitis Καλαμάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","272 102 0145, ",241 00,579,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ψαρρών 16 & Δημοσθένους 11,Sklavenitis,Καλαμάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.03558,22.10958,Sklavenitis Καλαμάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","272 109 4741, ",241 00,637,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Αθηνών,Sklavenitis,Καλαμάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.04307,22.09105,Sklavenitis Καλαμάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",272 109 9103,241 00,936,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γ. Μπουλούκου 21,Sklavenitis,Καλαμάτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.04226,22.10818,Sklavenitis Καλαμάτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","272 109 7183, ",241 00,627,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γ. Ραμμίδη 14,Sklavenitis,Καλαμπάκα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.70602,21.62771,Sklavenitis Καλαμπάκα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",243 207 8503,422 00,799,Τρικάλων,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αραπάκη 11,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95972,23.70611,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 957 7018, ",176 76,898,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Ελ. Βενιζέλου 33,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96215,23.71218,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 956 4117, ",176 71,819,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Δημοσθένους 101,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95371,23.68665,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 958 1587,176 72,635,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Λασκαρίδου 75-77,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95924,23.70278,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 956 0215,176 76,923,Αττικής,https://www.sklavenitis.gr/about/katastimata
"Hypermarket  |  Ευριπίδου 69, Αιγέως 31-35 & Ασκληπιού",Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94829,23.68665,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 941 4941, ",176 75,847,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λυκούργου 176,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95472,23.69361,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 957 8848,176 75,899,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ηρακλέους 235-239,Sklavenitis,Καλλιθέα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94612,23.69763,Sklavenitis Καλλιθέα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 940 8770,176 74,620,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ηροδότου 113 & Αγ. Μαρίνας,Sklavenitis,Καλλίπολη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.93069,23.63624,Sklavenitis Καλλίπολη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 452 0554,185 39,828,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ρήγα Φεραίου & Θεμιστοκλέους,Sklavenitis,Καλύβια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.8441,23.927,Sklavenitis Καλύβια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","229 906 1143, ",190 10,795,Αττικής,https://www.sklavenitis.gr/about/katastimata
